Date,Region,Product,Channel,Revenue,Units,Cost,Profit,Ad Spend,Complaints,Returns
2024-06-21,East,Headphones,Distributor,96954,78,71447.74,25506.26,4652,18,7
2024-08-22,North,Tablet,Online,12950,14,8326.89,4623.11,9805,27,1
2024-07-03,West,Tablet,Retail,80593,83,45926.24,34666.76,7405,26,5
2024-07-13,North,Tablet,Retail,78342,66,60968.07,17373.93,5334,23,10
2024-08-08,West,Phone,Online,29472,24,16312.6,13159.4,2155,30,2
2024-05-25,East,Tablet,Distributor,86400,60,61071.11,25328.89,1475,0,10
2024-08-04,South,Phone,Distributor,60672,79,47445.81,13226.19,5571,30,2
2024-08-03,East,Laptop,Retail,27772,53,19186.4,8585.6,6292,6,0
2024-02-13,South,Laptop,Online,34848,32,22773.02,12074.98,2922,7,8
2024-09-12,North,Headphones,Online,51030,70,29307.82,21722.18,7951,17,9
2024-01-28,East,Camera,Online,5265,5,3696.54,1568.46,2916,11,3
2024-04-15,West,Tablet,Online,38346,42,24446.16,13899.84,3118,20,10
2024-08-18,West,Phone,Distributor,96129,99,50108.52,46020.48,6222,29,6
2024-07-06,West,Camera,Retail,72780,60,56401.27,16378.73,5846,11,7
2024-06-23,East,Camera,Distributor,71952,48,43916.15,28035.85,6613,10,10
2024-05-02,West,Phone,Distributor,104286,91,54739.06,49546.94,2879,9,8
2024-07-05,East,Laptop,Distributor,33031,29,19933.95,13097.05,3628,22,5
2024-03-08,East,Phone,Online,83485,59,58491.3,24993.7,9676,20,8
2024-03-24,North,Headphones,Distributor,24518,41,18685.16,5832.84,4030,2,4
2024-07-10,West,Tablet,Distributor,31426,38,17117.16,14308.84,4350,1,10
2024-03-10,West,Headphones,Distributor,33116,34,18569.61,14546.39,9403,23,8
2024-03-13,East,Laptop,Online,81874,94,57717.94,24156.06,4964,5,1
2024-03-27,East,Tablet,Online,115805,95,63908.35,51896.65,4281,24,6
2024-04-29,East,Laptop,Distributor,19536,33,10799.66,8736.34,2450,26,8
2024-01-20,East,Phone,Retail,67270,62,40032.06,27237.94,2001,22,0
2024-05-24,West,Camera,Retail,7668,12,5675.42,1992.58,4877,28,2
2024-06-15,East,Headphones,Online,12792,12,9850.01,2941.99,2424,30,1
2024-04-14,East,Phone,Retail,79755,65,48655.89,31099.11,2124,6,3
2024-11-03,West,Phone,Retail,58245,55,36391.66,21853.34,4041,15,3
2024-05-28,South,Laptop,Online,10520,20,7700.45,2819.55,2414,28,3
2024-09-14,North,Phone,Online,9552,12,6472.62,3079.38,6002,17,0
2024-03-24,North,Camera,Distributor,86320,83,61582.54,24737.46,7223,21,6
2024-06-03,East,Phone,Online,20160,15,13541.14,6618.86,1591,16,2
2024-02-05,South,Phone,Retail,75837,51,50695.24,25141.76,4389,3,7
2024-03-18,South,Headphones,Distributor,52000,52,26839.82,25160.18,5921,29,1
2024-09-04,North,Laptop,Distributor,33796,28,22452.6,11343.4,2511,19,1
2024-09-16,West,Tablet,Online,55944,42,42519.81,13424.19,2835,7,3
2024-03-22,North,Phone,Retail,37604,34,22952.13,14651.87,1455,30,7
2024-02-09,East,Camera,Retail,89100,99,53770.31,35329.69,9125,14,5
2024-12-26,South,Tablet,Distributor,81480,84,44456.07,37023.93,2232,26,6
2024-04-16,North,Headphones,Online,30628,26,19884.89,10743.11,9254,23,1
2024-02-17,North,Tablet,Distributor,92150,97,73071.83,19078.17,1507,30,3
2024-10-20,West,Phone,Online,49940,55,37999.04,11940.96,1372,0,5
2024-10-31,East,Headphones,Distributor,46206,51,32618.0,13588.0,5023,27,2
2024-05-06,South,Headphones,Online,4016,4,2138.23,1877.77,6214,16,0
2024-01-14,West,Laptop,Retail,46116,84,30797.64,15318.36,4242,7,2
2024-04-20,East,Phone,Online,88755,97,53367.81,35387.19,9757,24,7
2024-05-30,East,Camera,Distributor,72420,68,40396.55,32023.45,3803,7,7
2024-06-20,North,Camera,Retail,15480,24,10176.24,5303.76,6325,29,8
2024-12-20,South,Tablet,Distributor,55440,44,32282.95,23157.05,6183,27,1
2024-04-18,North,Camera,Retail,5944,4,3354.98,2589.02,6092,16,2
2024-04-30,West,Headphones,Distributor,102960,72,57848.85,45111.15,9012,6,6
2024-10-15,South,Phone,Online,35673,69,18184.76,17488.24,4856,13,4
2024-08-12,East,Camera,Retail,49343,53,37973.18,11369.82,5480,16,6
2024-09-02,East,Laptop,Retail,30060,30,21944.32,8115.68,3134,1,6
2024-04-26,North,Headphones,Retail,63495,45,34960.16,28534.84,8246,15,6
2024-01-20,North,Tablet,Retail,53394,66,26775.02,26618.98,2694,3,4
2024-05-09,North,Tablet,Retail,24311,23,12977.75,11333.25,6105,22,3
2024-12-25,West,Laptop,Online,56754,54,34867.54,21886.46,2670,9,6
2024-01-16,South,Headphones,Online,12336,12,8416.5,3919.5,7548,23,0
2024-06-19,East,Tablet,Distributor,62856,81,38576.31,24279.69,6744,29,4
2024-03-30,West,Camera,Online,49882,49,36210.24,13671.76,4792,15,7
2024-02-15,East,Laptop,Online,53124,38,39300.54,13823.46,5467,20,10
2024-06-10,East,Tablet,Distributor,54740,46,34107.48,20632.52,7946,0,0
2024-04-28,North,Laptop,Online,113806,77,71026.18,42779.82,3255,4,7
2024-03-17,South,Camera,Retail,74632,76,57625.54,17006.46,3059,22,1
2024-11-29,West,Phone,Retail,50116,68,33102.81,17013.19,1906,30,9
2024-06-15,West,Laptop,Distributor,19100,25,9718.33,9381.67,2393,13,10
2024-07-03,North,Camera,Online,6237,9,3889.14,2347.86,5253,27,0
2024-05-03,East,Camera,Distributor,35475,33,20632.37,14842.63,8763,26,7
2024-01-18,North,Headphones,Online,91350,63,61307.15,30042.85,6494,28,1
2024-06-05,South,Camera,Retail,26103,33,17852.29,8250.71,7343,13,9
2024-06-17,East,Phone,Online,120555,95,85474.67,35080.33,6795,27,6
2024-03-07,West,Tablet,Online,32955,65,26040.01,6914.99,2839,13,1
2024-11-27,West,Phone,Retail,38880,40,26204.63,12675.37,5662,22,5
2024-10-26,South,Phone,Retail,53940,87,40176.37,13763.63,4487,17,3
2024-03-24,West,Tablet,Distributor,73920,66,47746.7,26173.3,2492,21,10
2024-01-24,North,Laptop,Retail,1952,2,1301.7,650.3,2694,4,10
2024-12-30,East,Tablet,Retail,76648,52,40046.1,36601.9,4922,1,4
2024-10-16,East,Camera,Retail,14580,12,11318.46,3261.54,5725,5,10
2024-12-27,South,Tablet,Distributor,58140,45,31681.97,26458.03,9877,6,10
2024-04-19,West,Phone,Distributor,91701,69,58831.84,32869.16,6885,27,6
2024-12-03,West,Camera,Distributor,18800,16,10573.79,8226.21,3269,13,5
2024-07-12,East,Headphones,Distributor,36478,61,27299.46,9178.54,6597,16,8
2024-03-07,North,Camera,Retail,5955,5,4567.67,1387.33,5548,2,0
2024-09-06,North,Laptop,Retail,9232,16,5448.81,3783.19,7575,8,4
2024-07-14,North,Laptop,Distributor,48490,65,25122.92,23367.08,8495,11,4
2024-03-29,East,Headphones,Online,125208,94,91512.69,33695.31,9457,29,8
2024-11-29,East,Phone,Online,79232,64,55520.37,23711.63,5790,17,10
2024-09-10,West,Laptop,Online,65453,61,43732.61,21720.39,2982,20,2
2024-06-23,South,Phone,Retail,8580,13,4512.77,4067.23,1504,17,2
2024-03-25,West,Headphones,Distributor,42075,75,28794.09,13280.91,7649,13,0
2024-03-16,West,Tablet,Distributor,28674,27,22876.84,5797.16,6914,14,1
2024-07-28,East,Headphones,Distributor,43248,68,34275.23,8972.77,1019,26,0
2024-04-06,West,Laptop,Distributor,103588,76,82368.67,21219.33,8323,1,3
2024-09-06,North,Camera,Distributor,83754,66,60298.91,23455.09,8121,24,9
2024-04-25,South,Laptop,Retail,118631,97,60565.5,58065.5,9435,7,4
2024-09-15,East,Camera,Online,105357,87,74536.85,30820.15,9056,23,4
2024-10-03,West,Headphones,Distributor,25990,23,16190.57,9799.43,1971,27,7
2024-05-26,East,Tablet,Retail,39032,41,21076.09,17955.91,8715,12,5
2024-12-12,East,Laptop,Distributor,43824,66,28513.8,15310.2,8319,18,4
2024-09-12,West,Camera,Retail,1379,1,1069.87,309.13,1661,6,4
2024-06-19,South,Phone,Online,22728,24,18011.73,4716.27,7507,19,3
2024-01-30,South,Phone,Distributor,58950,50,46311.74,12638.26,5189,11,2
2024-07-09,West,Phone,Online,2252,2,1741.15,510.85,1540,14,4
2024-01-21,West,Phone,Retail,11316,12,7406.12,3909.88,3402,20,2
2024-05-19,West,Headphones,Distributor,54312,62,29146.62,25165.38,6613,22,8
2024-04-12,West,Camera,Distributor,2252,4,1612.51,639.49,6868,26,3
2024-07-23,West,Camera,Online,15975,25,10348.13,5626.87,4777,6,4
2024-03-07,South,Camera,Retail,81810,90,44815.7,36994.3,9513,7,7
2024-03-12,South,Headphones,Distributor,15870,23,9539.55,6330.45,4406,3,0
2024-04-29,South,Headphones,Distributor,110790,90,84821.26,25968.74,1113,17,9
2024-06-08,South,Phone,Retail,3545,5,2562.75,982.25,1182,8,3
2024-04-07,South,Phone,Distributor,18352,16,12626.61,5725.39,9431,6,8
2024-05-23,East,Headphones,Distributor,147609,99,77457.36,70151.64,6899,20,7
2024-10-07,North,Tablet,Retail,27550,29,14609.99,12940.01,9581,25,10
2024-11-16,East,Laptop,Retail,58590,54,40873.41,17716.59,9853,0,10
2024-11-17,West,Tablet,Retail,78715,91,46611.01,32103.99,3360,3,5
2024-09-07,South,Headphones,Distributor,56846,86,35842.7,21003.3,1493,10,3
2024-03-15,West,Phone,Distributor,73164,78,48048.15,25115.85,6941,19,3
2024-05-14,South,Camera,Distributor,32200,28,23854.94,8345.06,1622,7,9
2024-08-21,West,Camera,Online,62292,87,32646.66,29645.34,7099,0,3
2024-03-25,North,Camera,Distributor,61200,48,41279.17,19920.83,7891,30,5
2024-07-04,North,Laptop,Online,21973,43,13597.7,8375.3,8117,28,10
2024-09-25,West,Laptop,Retail,80344,83,45550.73,34793.27,5876,15,6
2024-08-29,North,Tablet,Distributor,88356,74,58276.76,30079.24,5040,4,8
2024-10-25,East,Camera,Online,47000,94,26758.66,20241.34,6487,5,4
2024-03-16,West,Headphones,Online,12100,20,7230.67,4869.33,7560,7,10
2024-08-14,East,Phone,Distributor,80388,87,45688.97,34699.03,5213,19,5
2024-11-01,East,Laptop,Online,77472,72,46820.97,30651.03,5685,13,5
2024-08-10,East,Phone,Online,34099,61,22302.94,11796.06,4558,1,0
2024-03-17,North,Laptop,Distributor,23807,19,17664.78,6142.22,8663,30,3
2024-07-13,West,Phone,Distributor,143616,96,79035.25,64580.75,7398,21,7
2024-04-14,South,Phone,Distributor,21357,27,16561.01,4795.99,8405,8,9
2024-04-19,North,Headphones,Distributor,25755,51,19035.12,6719.88,3029,1,9
2024-01-06,East,Camera,Distributor,50680,56,36286.84,14393.16,1375,23,7
2024-04-16,South,Headphones,Retail,56394,39,40977.94,15416.06,4239,21,7
2024-09-20,East,Camera,Retail,118341,81,69089.6,49251.4,8935,13,0
2024-11-11,North,Camera,Online,38336,64,29730.99,8605.01,5794,29,10
2024-12-04,East,Camera,Online,1584,2,958.35,625.65,9041,26,3
2024-05-19,West,Headphones,Distributor,29679,39,22978.96,6700.04,4496,22,3
2024-10-03,West,Camera,Online,123744,96,91064.91,32679.09,6334,4,8
2024-10-20,North,Tablet,Retail,47768,56,37044.91,10723.09,2439,17,3
2024-08-14,East,Headphones,Retail,13284,12,8748.84,4535.16,9843,16,3
2024-08-15,East,Phone,Retail,25024,46,17063.09,7960.91,7607,16,5
2024-11-12,South,Camera,Online,33711,51,24409.19,9301.81,1946,4,3
2024-01-24,West,Tablet,Retail,115050,78,79607.01,35442.99,5345,29,3
2024-06-01,South,Tablet,Retail,62220,68,42213.74,20006.26,3896,3,2
2024-02-22,East,Headphones,Online,31496,31,20017.66,11478.34,1083,16,8
2024-01-24,South,Tablet,Retail,61344,54,36022.5,25321.5,7998,0,4
2024-10-27,North,Phone,Retail,39780,52,25156.43,14623.57,8529,13,9
2024-03-03,North,Headphones,Online,16344,24,8739.75,7604.25,6538,1,3
2024-10-21,West,Tablet,Retail,92797,71,57778.44,35018.56,9236,22,1
2024-11-22,North,Laptop,Retail,13136,16,8621.68,4514.32,4630,6,3
2024-07-09,South,Camera,Retail,113344,92,79165.38,34178.62,1020,3,3
2024-09-20,East,Tablet,Distributor,1284,1,974.28,309.72,3741,18,5
2024-09-03,South,Camera,Online,19544,14,14956.7,4587.3,2123,5,4
2024-06-30,West,Laptop,Distributor,17196,12,10531.43,6664.57,1897,12,10
2024-02-16,East,Camera,Distributor,108108,99,57814.08,50293.92,7572,20,5
2024-01-19,East,Tablet,Online,44178,74,30993.2,13184.8,4647,26,9
2024-07-29,West,Laptop,Distributor,73584,56,51367.47,22216.53,2258,15,0
2024-10-01,North,Tablet,Distributor,21109,19,15941.66,5167.34,3669,24,8
2024-07-06,North,Headphones,Distributor,14482,13,9076.87,5405.13,3518,30,9
2024-04-22,South,Phone,Online,68502,98,39993.84,28508.16,6783,5,2
2024-01-22,East,Laptop,Distributor,10262,7,8185.05,2076.95,4493,15,10
2024-02-07,West,Headphones,Retail,71623,67,43305.2,28317.8,3531,22,7
2024-05-10,North,Headphones,Retail,7966,14,5633.17,2332.83,3970,28,6
2024-03-08,North,Phone,Online,55300,50,44184.27,11115.73,7071,30,1
2024-08-07,East,Headphones,Distributor,8064,12,4298.52,3765.48,8071,1,10
2024-02-02,North,Laptop,Distributor,59596,94,45235.98,14360.02,4768,27,10
2024-11-10,South,Phone,Online,19968,24,12123.63,7844.37,9322,24,7
2024-10-24,South,Laptop,Retail,14520,20,7761.04,6758.96,5661,26,10
2024-06-23,West,Camera,Distributor,90513,89,64294.48,26218.52,2727,27,0
2024-10-25,West,Laptop,Distributor,89572,98,67900.36,21671.64,1793,30,4
2024-07-02,North,Tablet,Online,6792,12,3683.26,3108.74,1802,26,3
2024-08-04,North,Camera,Online,67808,52,39479.55,28328.45,2691,30,8
2024-01-07,East,Tablet,Distributor,72027,53,36931.87,35095.13,9865,22,1
2024-12-20,West,Laptop,Retail,6615,5,4844.34,1770.66,4868,8,6
2024-10-15,East,Tablet,Retail,101908,73,61727.62,40180.38,7618,0,9
2024-12-14,East,Camera,Online,71391,53,38516.22,32874.78,8483,8,5
2024-07-22,West,Camera,Distributor,34800,29,23854.4,10945.6,9951,29,5
2024-10-19,North,Headphones,Retail,21318,19,16944.41,4373.59,2280,9,2
2024-12-06,North,Tablet,Distributor,44390,46,34578.65,9811.35,8259,29,6
2024-04-01,East,Phone,Distributor,111916,98,73875.33,38040.67,8440,12,6
2024-11-05,North,Camera,Retail,13625,25,7203.78,6421.22,5680,15,2
2024-09-25,West,Laptop,Retail,45144,38,32217.46,12926.54,9499,10,9
2024-01-08,South,Headphones,Online,103350,78,65502.93,37847.07,7358,2,1
2024-07-18,West,Phone,Distributor,63560,70,40081.94,23478.06,4107,9,9
2024-09-24,South,Tablet,Retail,78668,71,60987.12,17680.88,7767,15,10
2024-01-24,North,Headphones,Retail,32389,49,24348.63,8040.37,9045,26,10
2024-05-31,North,Phone,Online,63027,47,49187.97,13839.03,3164,6,1
2024-03-16,East,Phone,Retail,34132,23,19145.45,14986.55,3480,10,6
2024-01-18,North,Camera,Retail,130272,96,85555.37,44716.63,6061,19,6
2024-02-02,West,Phone,Online,69466,47,52430.68,17035.32,6562,24,2
2024-01-05,East,Phone,Retail,33410,26,17583.58,15826.42,2950,16,4
2024-07-09,West,Laptop,Retail,117157,79,87726.73,29430.27,4767,9,10
2024-03-17,South,Phone,Online,114855,93,81929.79,32925.21,1108,19,1
2024-03-16,East,Tablet,Distributor,36018,29,19186.82,16831.18,5541,29,10
2024-02-08,East,Laptop,Distributor,64512,63,36561.12,27950.88,4224,21,10
2024-08-26,West,Camera,Distributor,24100,20,18368.09,5731.91,1739,24,2
2024-02-19,North,Headphones,Distributor,13927,19,7350.93,6576.07,9062,19,9
2024-12-14,North,Camera,Online,43260,84,34090.36,9169.64,7272,4,4
2024-03-24,West,Tablet,Retail,86430,67,59201.58,27228.42,8130,25,3
2024-12-13,East,Tablet,Distributor,58682,61,46459.78,12222.22,6682,27,2
2024-08-01,South,Tablet,Distributor,98691,67,65131.71,33559.29,4201,23,7
2024-11-16,South,Tablet,Retail,48070,38,26712.68,21357.32,6274,6,5
2024-02-29,North,Headphones,Distributor,93090,87,67692.08,25397.92,1413,10,0
2024-05-07,East,Tablet,Retail,32010,30,23074.89,8935.11,4058,16,7
2024-03-22,North,Tablet,Retail,50184,51,31643.24,18540.76,7207,22,0
2024-09-29,South,Camera,Distributor,51584,64,30758.81,20825.19,9201,14,1
2024-12-06,South,Laptop,Distributor,50020,61,28125.35,21894.65,4524,22,6
2024-10-11,East,Camera,Online,12320,14,9032.29,3287.71,3232,12,2
2024-02-18,North,Headphones,Retail,130640,92,102182.73,28457.27,5209,25,4
2024-04-22,North,Laptop,Online,29150,50,17000.54,12149.46,5688,11,2
2024-10-29,West,Tablet,Retail,88452,91,52502.15,35949.85,4354,6,1
2024-10-31,West,Laptop,Online,120648,88,73441.74,47206.26,4720,26,3
2024-05-21,West,Phone,Distributor,76272,56,52214.23,24057.77,1466,2,0
2024-01-24,South,Tablet,Online,30704,38,20876.47,9827.53,9131,11,8
2024-12-24,East,Camera,Distributor,60473,53,31485.01,28987.99,9694,16,8
2024-02-17,West,Camera,Retail,10290,7,7338.48,2951.52,3143,3,5
2024-10-20,South,Headphones,Distributor,23826,33,15174.86,8651.14,4597,16,2
2024-09-08,East,Camera,Online,19413,27,10390.95,9022.05,3742,5,3
2024-11-04,East,Tablet,Distributor,8706,6,6650.94,2055.06,1225,9,7
2024-04-15,North,Tablet,Distributor,132810,95,102388.32,30421.68,4577,25,6
2024-10-11,West,Tablet,Retail,75640,61,57301.14,18338.86,5191,0,7
2024-01-10,South,Headphones,Retail,73140,53,58468.49,14671.51,6787,12,0
2024-01-02,West,Headphones,Distributor,11970,18,9054.61,2915.39,3533,3,2
2024-12-17,South,Laptop,Distributor,38612,28,29226.18,9385.82,7804,27,8
2024-03-25,West,Camera,Retail,93100,98,50283.22,42816.78,5283,22,3
2024-11-02,South,Phone,Online,48321,39,35456.71,12864.29,8059,18,2
2024-12-05,North,Headphones,Retail,126565,85,78359.91,48205.09,5475,17,5
2024-04-28,North,Phone,Online,38577,33,29868.0,8709.0,4368,10,8
2024-05-21,North,Laptop,Distributor,69360,85,55101.95,14258.05,8094,11,1
2024-03-19,East,Phone,Online,5572,4,3435.92,2136.08,4850,14,8
2024-12-15,North,Headphones,Distributor,2442,3,1630.6,811.4,4694,25,6
2024-05-09,North,Laptop,Distributor,65932,53,39652.51,26279.49,6728,29,5
2024-10-09,East,Camera,Retail,12650,22,8688.01,3961.99,9186,18,3
2024-02-23,South,Headphones,Online,80367,89,48295.44,32071.56,9135,5,7
2024-07-23,West,Headphones,Distributor,63168,64,40833.99,22334.01,4434,11,8
2024-08-05,North,Phone,Retail,11964,12,6903.85,5060.15,2195,18,5
2024-04-22,North,Camera,Distributor,92260,70,54371.96,37888.04,8083,25,7
2024-03-07,South,Phone,Distributor,40014,78,28164.78,11849.22,9028,27,6
2024-02-28,East,Laptop,Online,7488,13,3928.2,3559.8,2741,10,4
2024-09-26,North,Tablet,Retail,30408,24,17017.62,13390.38,5114,15,9
2024-03-21,North,Tablet,Distributor,40014,78,21051.74,18962.26,9594,30,6
2024-02-19,West,Tablet,Retail,101920,91,51527.13,50392.87,2467,10,7
2024-04-24,North,Headphones,Retail,115419,79,77525.64,37893.36,8565,21,3
2024-07-17,West,Phone,Online,89325,75,55231.53,34093.47,1738,25,2
2024-04-09,West,Phone,Retail,29160,40,20481.63,8678.37,1936,11,8
2024-07-17,West,Phone,Retail,53345,47,42422.8,10922.2,2696,21,10
2024-07-05,East,Headphones,Distributor,17160,26,12534.8,4625.2,9010,14,0
2024-03-01,North,Tablet,Retail,98571,87,52120.65,46450.35,8643,21,7
2024-04-15,South,Headphones,Online,70984,76,46309.46,24674.54,7656,16,8
2024-12-18,West,Laptop,Online,100492,97,60587.3,39904.7,8770,6,5
2024-09-13,West,Headphones,Distributor,51262,38,28899.54,22362.46,4187,27,6
2024-05-20,East,Headphones,Online,19602,22,10981.62,8620.38,9028,12,7
2024-12-02,West,Tablet,Distributor,67677,51,51540.32,16136.68,5322,23,5
2024-09-22,West,Headphones,Retail,61200,80,45641.7,15558.3,5343,14,1
2024-06-27,East,Phone,Retail,81396,57,46869.65,34526.35,6238,20,0
2024-11-22,South,Tablet,Online,87300,100,49970.63,37329.37,9112,5,9
2024-11-27,North,Camera,Distributor,41825,35,31348.88,10476.12,9588,19,6
2024-06-10,South,Camera,Retail,60114,43,30543.66,29570.34,8224,25,5
2024-05-23,North,Headphones,Distributor,883,1,502.31,380.69,4537,6,8
2024-07-09,West,Camera,Online,29712,24,20268.0,9444.0,5057,13,9
2024-07-13,East,Camera,Online,129600,90,75557.95,54042.05,1478,15,3
2024-08-22,South,Laptop,Retail,10320,12,5164.05,5155.95,7329,6,2
2024-12-27,East,Laptop,Retail,7644,14,5661.53,1982.47,3312,13,5
2024-09-21,South,Camera,Retail,88695,81,55839.21,32855.79,4311,28,4
2024-07-21,West,Tablet,Distributor,42460,55,30040.33,12419.67,7456,27,6
2024-01-20,South,Phone,Online,44163,63,32975.22,11187.78,8774,8,1
2024-06-20,South,Laptop,Distributor,106722,98,62443.38,44278.62,2143,1,1
2024-01-11,South,Headphones,Retail,5964,6,4420.86,1543.14,2805,21,9
2024-06-16,North,Headphones,Retail,51456,67,34865.03,16590.97,8560,15,9
2024-11-20,West,Phone,Distributor,19266,26,14621.21,4644.79,1355,13,1
2024-05-14,East,Phone,Retail,80156,58,55835.89,24320.11,5416,22,7
2024-09-27,South,Tablet,Online,53280,45,38746.3,14533.7,4005,13,0
2024-04-05,West,Laptop,Distributor,71812,52,47277.95,24534.05,6474,13,7
2024-01-31,West,Laptop,Distributor,94860,90,66787.13,28072.87,2961,30,2
2024-11-03,South,Phone,Distributor,75088,52,39680.69,35407.31,4578,18,1
2024-03-06,South,Headphones,Retail,28776,33,19552.33,9223.67,9534,30,4
2024-12-10,North,Phone,Online,58944,64,46008.87,12935.13,8305,0,5
2024-12-21,North,Headphones,Distributor,11484,9,5896.59,5587.41,7626,27,10
2024-07-05,North,Laptop,Retail,18935,35,12284.79,6650.21,8455,16,3
2024-10-02,East,Headphones,Distributor,72850,94,47621.1,25228.9,4215,25,0
2024-04-26,East,Camera,Retail,43080,60,27134.28,15945.72,6383,21,4
2024-12-19,North,Tablet,Retail,50560,80,32548.64,18011.36,9422,1,9
2024-01-06,South,Laptop,Retail,98619,71,73545.15,25073.85,5011,25,10
2024-07-18,East,Phone,Distributor,10318,11,6683.32,3634.68,9507,10,9
2024-09-14,East,Tablet,Retail,6384,6,4268.28,2115.72,6168,23,9
2024-04-20,North,Phone,Online,43254,81,27611.2,15642.8,7090,13,0
2024-06-24,South,Headphones,Distributor,103920,80,53646.16,50273.84,6924,5,3
2024-11-28,North,Phone,Distributor,90398,77,62079.49,28318.51,7243,6,3
2024-01-11,South,Phone,Retail,44772,52,25941.84,18830.16,1052,7,0
2024-08-13,North,Tablet,Retail,10584,8,5863.54,4720.46,8584,6,2
2024-01-14,North,Phone,Distributor,67470,78,38086.85,29383.15,6347,0,0
2024-05-29,South,Phone,Online,126420,86,83375.26,43044.74,1638,24,6
2024-09-21,South,Laptop,Retail,94860,68,50971.48,43888.52,1533,18,3
2024-01-29,East,Tablet,Distributor,45325,37,28758.09,16566.91,9457,11,7
2024-09-05,West,Phone,Distributor,99484,68,72080.21,27403.79,5438,26,5
2024-11-22,East,Phone,Distributor,12362,14,9363.06,2998.94,9778,5,7
2024-03-15,South,Camera,Online,81424,56,47416.97,34007.03,3154,18,5
2024-02-20,East,Phone,Retail,54614,47,34959.04,19654.96,7861,24,8
2024-09-26,North,Tablet,Retail,41192,76,23607.28,17584.72,9409,3,9
2024-08-04,East,Tablet,Retail,96235,95,61209.77,35025.23,2692,21,5
2024-01-08,East,Camera,Distributor,40663,37,29351.99,11311.01,6330,23,0
2024-09-18,South,Tablet,Retail,65084,53,38213.7,26870.3,4888,29,5
2024-01-14,West,Headphones,Distributor,40138,47,29507.7,10630.3,4446,11,5
2024-09-17,North,Laptop,Distributor,119116,97,64350.19,54765.81,3499,14,7
2024-06-17,East,Headphones,Retail,81648,81,63696.18,17951.82,5448,11,9
2024-04-02,East,Tablet,Distributor,10064,16,5686.64,4377.36,8329,4,4
2024-10-27,South,Headphones,Distributor,68930,61,35261.92,33668.08,9084,1,4
2024-06-18,East,Camera,Retail,95992,71,56938.79,39053.21,7816,14,4
2024-02-24,West,Headphones,Online,31044,26,20771.29,10272.71,7910,21,7
2024-03-01,South,Tablet,Retail,55176,76,33273.99,21902.01,1489,29,2
2024-08-18,West,Headphones,Retail,100080,80,73796.03,26283.97,7153,9,1
2024-03-20,South,Headphones,Online,86478,87,53546.33,32931.67,4233,25,1
2024-05-24,East,Laptop,Distributor,57186,81,33333.23,23852.77,9133,29,10
2024-01-26,North,Tablet,Retail,39668,47,26446.87,13221.13,5747,11,5
2024-11-14,East,Tablet,Retail,35544,24,19083.85,16460.15,4517,6,5
2024-12-02,West,Headphones,Retail,36630,66,24474.23,12155.77,6834,24,0
2024-06-03,North,Laptop,Distributor,68958,54,49323.02,19634.98,5812,6,1
2024-08-30,North,Tablet,Retail,86416,88,57703.99,28712.01,3599,2,10
2024-10-23,West,Camera,Online,26100,29,17403.39,8696.61,1757,24,9
2024-12-15,South,Laptop,Distributor,81840,88,41805.02,40034.98,9481,16,8
2024-06-28,North,Laptop,Online,42240,48,31131.58,11108.42,4226,19,1
2024-02-17,North,Tablet,Online,12512,23,6863.2,5648.8,5670,1,0
2024-11-08,South,Phone,Distributor,40964,28,27495.0,13469.0,4981,15,9
2024-01-22,South,Laptop,Distributor,121260,86,69222.63,52037.37,8332,16,2
2024-12-01,North,Camera,Distributor,56564,79,37245.36,19318.64,5642,30,7
2024-09-23,North,Headphones,Retail,51128,56,29375.07,21752.93,5472,28,2
2024-01-05,South,Tablet,Distributor,53460,90,29706.56,23753.44,4053,23,6
2024-08-10,East,Headphones,Retail,24900,20,18546.81,6353.19,6029,8,0
2024-05-11,West,Camera,Online,118800,99,86664.02,32135.98,9108,19,6
2024-07-27,South,Headphones,Distributor,70140,84,45975.71,24164.29,8772,14,4
2024-05-19,South,Tablet,Retail,65008,68,45448.75,19559.25,6012,29,4
2024-07-15,South,Camera,Distributor,76622,91,44042.05,32579.95,6358,10,6
2024-07-25,East,Phone,Online,62015,79,31197.95,30817.05,3500,20,6
2024-10-25,North,Camera,Distributor,37926,49,27674.67,10251.33,7366,12,6
2024-12-07,North,Laptop,Distributor,47334,69,35592.08,11741.92,3390,7,10
2024-11-28,South,Tablet,Retail,72144,72,39045.15,33098.85,1859,7,7
2024-04-16,South,Headphones,Distributor,93024,72,54042.52,38981.48,7337,21,1
2024-04-14,West,Headphones,Retail,127764,91,101803.33,25960.67,6353,15,8
2024-05-05,North,Tablet,Retail,46116,42,28384.98,17731.02,6333,21,7
2024-12-05,West,Tablet,Retail,58110,65,38845.76,19264.24,1034,1,5
2024-06-21,North,Phone,Retail,103812,82,66823.08,36988.92,7952,8,10
2024-05-10,East,Phone,Retail,19401,29,12417.95,6983.05,7023,13,1
2024-05-10,West,Tablet,Online,43494,33,25050.74,18443.26,1693,1,4
2024-03-18,North,Camera,Retail,43092,57,27439.86,15652.14,2634,27,5
2024-03-11,North,Phone,Retail,12606,11,8475.41,4130.59,9645,11,10
2024-12-02,North,Tablet,Retail,54816,48,29073.56,25742.44,4666,10,8
2024-06-12,North,Camera,Online,62289,81,49623.61,12665.39,4041,26,2
